,Image ID,Length [nm],Confidence score,Average [nm],Standard Deviation [nm],Number Counted,Standard Error of Mean [nm],Number Density [nm^-2]
814,2,26.3,0.391,,,,,
815,2,18.7,0.389,,,,,
816,2,15.9,0.389,,,,,
817,2,18.7,0.389,,,,,
818,2,55.6,0.389,,,,,
819,2,15.9,0.386,,,,,
820,2,15.9,0.386,,,,,
821,2,15.9,0.384,,,,,
822,2,24.2,0.384,,,,,
823,2,20.7,0.383,,,,,
824,2,24.2,0.383,,,,,
825,2,15.9,0.381,,,,,
826,2,20.0,0.381,,,,,
827,2,45.9,0.381,,,,,
828,2,21.4,0.38,,,,,
829,2,18.7,0.379,,,,,
830,2,9.7,0.379,,,,,
831,2,29.7,0.377,,,,,
832,2,18.7,0.376,,,,,
833,2,14.5,0.376,,,,,
834,2,15.2,0.375,,,,,
835,2,15.9,0.374,,,,,
836,2,32.5,0.372,,,,,
837,2,12.4,0.371,,,,,
838,2,12.4,0.368,,,,,
839,2,13.1,0.367,,,,,
840,2,24.2,0.365,,,,,
841,2,24.2,0.365,,,,,
842,2,18.0,0.363,,,,,
843,2,21.4,0.363,,,,,
844,2,18.7,0.363,,,,,
845,2,27.5,0.361,,,,,
846,2,13.1,0.36,,,,,
847,2,22.4,0.358,,,,,
848,2,26.9,0.357,,,,,
849,2,7.6,0.356,,,,,
850,2,21.4,0.355,,,,,
851,2,13.1,0.353,,,,,
852,2,18.0,0.352,,,,,
853,2,13.1,0.35,,,,,
854,2,18.7,0.349,,,,,
855,2,15.9,0.349,,,,,
856,2,15.9,0.348,,,,,
857,2,26.9,0.348,,,,,
858,2,34.9,0.348,,,,,
859,2,15.2,0.347,,,,,
860,2,14.5,0.346,,,,,
861,2,18.7,0.346,,,,,
862,2,15.9,0.345,,,,,
863,2,18.7,0.345,,,,,
864,2,13.1,0.343,,,,,
865,2,15.9,0.342,,,,,
866,2,9.7,0.341,,,,,
867,2,18.7,0.341,,,,,
868,2,21.4,0.34,,,,,
869,2,12.4,0.337,,,,,
870,2,24.2,0.335,,,,,
871,2,10.4,0.334,,,,,
872,2,21.4,0.334,,,,,
873,2,12.4,0.331,,,,,
874,2,15.9,0.33,,,,,
875,2,11.1,0.33,,,,,
876,2,21.4,0.33,,,,,
877,2,15.9,0.33,,,,,
878,2,24.2,0.329,,,,,
879,2,15.9,0.329,,,,,
880,2,7.6,0.329,,,,,
881,2,35.2,0.329,,,,,
882,2,15.9,0.328,,,,,
883,2,24.2,0.328,,,,,
884,2,21.4,0.328,,,,,
885,3,30.2,0.89,,,,,
886,3,18.7,0.87,,,,,
887,3,21.4,0.864,,,,,
888,3,20.7,0.847,,,,,
889,3,26.9,0.842,,,,,
890,3,24.2,0.829,,,,,
891,3,26.3,0.828,,,,,
892,3,26.9,0.823,,,,,
893,3,22.8,0.82,,,,,
894,3,18.7,0.817,,,,,
895,3,21.4,0.795,,,,,
896,3,32.5,0.791,,,,,
897,3,18.7,0.789,,,,,
898,3,25.6,0.779,,,,,
899,3,15.9,0.777,,,,,
900,3,15.9,0.772,,,,,
901,3,21.4,0.769,,,,,
902,3,24.2,0.767,,,,,
903,3,21.4,0.753,,,,,
904,3,18.0,0.75,,,,,
905,3,21.4,0.746,,,,,
906,3,15.9,0.743,,,,,
907,3,21.4,0.739,,,,,
908,3,13.1,0.737,,,,,
909,3,26.9,0.735,,,,,
910,3,21.4,0.735,,,,,
911,3,15.9,0.724,,,,,
912,3,23.5,0.72,,,,,
913,3,13.1,0.719,,,,,
914,3,20.7,0.717,,,,,
915,3,21.4,0.716,,,,,
916,3,18.7,0.716,,,,,
917,3,15.9,0.716,,,,,
918,3,17.3,0.716,,,,,
919,3,29.5,0.713,,,,,
920,3,18.0,0.711,,,,,
921,3,18.7,0.709,,,,,
922,3,18.7,0.707,,,,,
923,3,21.4,0.706,,,,,
924,3,19.3,0.704,,,,,
925,3,29.7,0.704,,,,,
926,3,21.4,0.701,,,,,
927,3,12.4,0.701,,,,,
928,3,17.3,0.695,,,,,
929,3,18.7,0.695,,,,,
930,3,15.9,0.694,,,,,
931,3,21.4,0.693,,,,,
932,3,21.4,0.692,,,,,
933,3,10.4,0.69,,,,,
934,3,18.0,0.689,,,,,
935,3,18.7,0.689,,,,,
936,3,21.4,0.688,,,,,
937,3,32.5,0.685,,,,,
938,3,29.7,0.684,,,,,
939,3,29.7,0.68,,,,,
940,3,12.4,0.679,,,,,
941,3,24.2,0.678,,,,,
942,3,21.4,0.678,,,,,
943,3,29.7,0.677,,,,,
944,3,18.7,0.67,,,,,
945,3,26.9,0.67,,,,,
946,3,25.6,0.668,,,,,
947,3,20.8,0.665,,,,,
948,3,12.4,0.663,,,,,
949,3,24.2,0.663,,,,,
950,3,18.7,0.66,,,,,
951,3,18.7,0.66,,,,,
952,3,15.9,0.659,,,,,
953,3,24.2,0.658,,,,,
954,3,15.9,0.657,,,,,
955,3,20.0,0.656,,,,,
956,3,18.7,0.655,,,,,
957,3,15.9,0.652,,,,,
958,3,18.7,0.651,,,,,
959,3,24.2,0.644,,,,,
960,3,18.7,0.644,,,,,
961,3,15.9,0.643,,,,,
962,3,38.3,0.64,,,,,
963,3,15.9,0.635,,,,,
964,3,21.4,0.634,,,,,
965,3,25.6,0.633,,,,,
966,3,15.9,0.628,,,,,
967,3,18.7,0.625,,,,,
968,3,35.0,0.624,,,,,
969,3,24.2,0.624,,,,,
970,3,29.7,0.624,,,,,
971,3,21.4,0.623,,,,,
972,3,15.9,0.622,,,,,
973,3,15.9,0.622,,,,,
974,3,15.9,0.62,,,,,
975,3,20.7,0.618,,,,,
976,3,18.7,0.618,,,,,
977,3,17.6,0.616,,,,,
978,3,15.9,0.616,,,,,
979,3,21.4,0.616,,,,,
980,3,25.6,0.615,,,,,
981,3,14.5,0.614,,,,,
982,3,15.2,0.612,,,,,
983,3,43.5,0.611,,,,,
984,3,20.7,0.61,,,,,
985,3,29.7,0.61,,,,,
986,3,18.7,0.609,,,,,
987,3,26.9,0.604,,,,,
988,3,21.4,0.604,,,,,
989,3,15.9,0.602,,,,,
990,3,15.9,0.601,,,,,
991,3,26.9,0.601,,,,,
992,3,15.2,0.6,,,,,
993,3,22.8,0.599,,,,,
994,3,25.6,0.595,,,,,
995,3,15.9,0.591,,,,,
996,3,24.2,0.589,,,,,
997,3,9.7,0.589,,,,,
998,3,21.4,0.589,,,,,
999,3,18.7,0.586,,,,,
1000,3,18.7,0.586,,,,,
1001,3,18.7,0.585,,,,,
1002,3,21.4,0.585,,,,,
1003,3,24.2,0.585,,,,,
1004,3,12.4,0.585,,,,,
1005,3,12.4,0.584,,,,,
1006,3,18.7,0.583,,,,,
1007,3,20.7,0.581,,,,,
1008,3,12.4,0.579,,,,,
1009,3,21.4,0.578,,,,,
1010,3,29.9,0.576,,,,,
1011,3,15.9,0.574,,,,,
1012,3,18.7,0.573,,,,,
1013,3,15.9,0.571,,,,,
1014,3,29.7,0.569,,,,,
1015,3,10.4,0.568,,,,,
1016,3,15.9,0.568,,,,,
1017,3,18.7,0.568,,,,,
1018,3,18.7,0.565,,,,,
1019,3,13.8,0.565,,,,,
1020,3,18.7,0.561,,,,,
1021,3,10.4,0.56,,,,,
1022,3,15.9,0.558,,,,,
1023,3,88.9,0.556,,,,,
1024,3,18.7,0.553,,,,,
1025,3,21.4,0.551,,,,,
1026,3,21.4,0.549,,,,,
1027,3,23.5,0.548,,,,,
1028,3,9.7,0.541,,,,,
1029,3,21.4,0.541,,,,,
1030,3,13.1,0.54,,,,,
1031,3,15.9,0.539,,,,,
1032,3,20.0,0.537,,,,,
1033,3,12.4,0.537,,,,,
1034,3,15.9,0.536,,,,,
1035,3,18.7,0.536,,,,,
1036,3,20.7,0.536,,,,,
1037,3,18.7,0.535,,,,,
1038,3,20.7,0.534,,,,,
1039,3,23.5,0.532,,,,,
1040,3,21.4,0.531,,,,,
1041,3,15.9,0.525,,,,,
1042,3,24.2,0.525,,,,,
1043,3,35.2,0.523,,,,,
1044,3,21.4,0.523,,,,,
1045,3,9.0,0.516,,,,,
1046,3,13.1,0.515,,,,,
1047,3,15.9,0.512,,,,,
1048,3,29.7,0.511,,,,,
1049,3,10.4,0.507,,,,,
1050,3,27.2,0.506,,,,,
1051,3,41.3,0.505,,,,,
1052,3,29.7,0.505,,,,,
1053,3,24.2,0.504,,,,,
1054,3,15.9,0.503,,,,,
1055,3,15.9,0.499,,,,,
1056,3,29.7,0.498,,,,,
1057,3,18.7,0.498,,,,,
1058,3,15.2,0.497,,,,,
1059,3,18.7,0.494,,,,,
1060,3,28.8,0.49,,,,,
1061,3,18.7,0.486,,,,,
1062,3,21.4,0.484,,,,,
1063,3,18.7,0.483,,,,,
1064,3,15.9,0.483,,,,,
1065,3,20.7,0.48,,,,,
1066,3,18.7,0.479,,,,,
1067,3,9.7,0.472,,,,,
1068,3,13.1,0.471,,,,,
1069,3,9.7,0.471,,,,,
1070,3,69.6,0.469,,,,,
1071,3,26.9,0.467,,,,,
1072,3,13.1,0.465,,,,,
1073,3,15.9,0.464,,,,,
1074,3,21.4,0.464,,,,,
1075,3,18.7,0.463,,,,,
1076,3,13.1,0.462,,,,,
1077,3,10.4,0.461,,,,,
1078,3,18.7,0.458,,,,,
1079,3,18.0,0.452,,,,,
1080,3,9.7,0.451,,,,,
1081,3,13.1,0.451,,,,,
1082,3,18.7,0.448,,,,,
1083,3,35.4,0.446,,,,,
1084,3,26.9,0.446,,,,,
1085,3,26.7,0.444,,,,,
1086,3,13.1,0.443,,,,,
1087,3,13.1,0.439,,,,,
1088,3,13.1,0.439,,,,,
1089,3,119.5,0.438,,,,,
1090,3,22.0,0.437,,,,,
1091,3,29.7,0.434,,,,,
1092,3,165.8,0.431,,,,,
1093,3,17.3,0.43,,,,,
1094,3,15.9,0.428,,,,,
1095,3,13.1,0.428,,,,,
1096,3,21.4,0.427,,,,,
1097,3,15.9,0.425,,,,,
1098,3,18.7,0.424,,,,,
1099,3,21.4,0.424,,,,,
1100,3,66.8,0.421,,,,,
1101,3,11.7,0.418,,,,,
1102,3,13.1,0.417,,,,,
1103,3,18.7,0.416,,,,,
1104,3,21.4,0.414,,,,,
1105,3,15.9,0.414,,,,,
1106,3,18.0,0.414,,,,,
1107,3,15.9,0.413,,,,,
1108,3,21.4,0.413,,,,,
1109,3,15.9,0.411,,,,,
1110,3,26.9,0.41,,,,,
1111,3,15.9,0.405,,,,,
1112,3,9.7,0.402,,,,,
1113,3,18.7,0.402,,,,,
1114,3,21.4,0.399,,,,,
1115,3,18.7,0.399,,,,,
1116,3,28.0,0.398,,,,,
1117,3,10.4,0.395,,,,,
1118,3,15.9,0.394,,,,,
1119,3,13.1,0.394,,,,,
1120,3,18.7,0.393,,,,,
1121,3,21.4,0.39,,,,,
1122,3,12.9,0.389,,,,,
1123,3,21.4,0.389,,,,,
1124,3,13.1,0.388,,,,,
1125,3,13.1,0.387,,,,,
1126,3,9.7,0.384,,,,,
1127,3,13.1,0.382,,,,,
1128,3,123.7,0.381,,,,,
1129,3,12.4,0.38,,,,,
1130,3,21.4,0.377,,,,,
1131,3,18.7,0.375,,,,,
1132,3,18.7,0.375,,,,,
1133,3,32.5,0.374,,,,,
1134,3,46.3,0.373,,,,,
1135,3,9.7,0.372,,,,,
1136,3,20.0,0.372,,,,,
1137,3,21.4,0.371,,,,,
1138,3,18.0,0.371,,,,,
1139,3,21.4,0.37,,,,,
1140,3,18.0,0.368,,,,,
1141,3,44.1,0.368,,,,,
1142,3,15.9,0.366,,,,,
1143,3,18.7,0.365,,,,,
1144,3,15.9,0.362,,,,,
1145,3,19.3,0.362,,,,,
1146,3,11.7,0.362,,,,,
1147,3,26.9,0.36,,,,,
1148,3,17.3,0.36,,,,,
1149,3,12.4,0.357,,,,,
1150,3,55.4,0.351,,,,,
1151,3,24.2,0.351,,,,,
1152,3,10.4,0.35,,,,,
1153,3,18.7,0.35,,,,,
1154,3,13.1,0.349,,,,,
1155,3,15.9,0.346,,,,,
1156,3,44.2,0.346,,,,,
1157,3,24.2,0.345,,,,,
1158,3,20.7,0.345,,,,,
1159,3,24.2,0.344,,,,,
1160,3,15.9,0.343,,,,,
1161,3,18.7,0.343,,,,,
1162,3,15.9,0.343,,,,,
1163,3,21.4,0.343,,,,,
1164,3,23.5,0.343,,,,,
1165,3,12.0,0.341,,,,,
1166,3,12.4,0.341,,,,,
1167,3,38.0,0.336,,,,,
1168,3,15.9,0.336,,,,,
1169,3,21.4,0.335,,,,,
1170,3,15.9,0.334,,,,,
1171,3,10.4,0.332,,,,,
1172,3,10.4,0.331,,,,,
1173,3,44.1,0.331,,,,,
1174,4,24.2,0.862,,,,,
1175,4,26.9,0.859,,,,,
1176,4,20.7,0.859,,,,,
1177,4,21.4,0.839,,,,,
1178,4,29.7,0.835,,,,,
1179,4,15.9,0.834,,,,,
1180,4,33.9,0.818,,,,,
1181,4,44.7,0.817,,,,,
1182,4,15.9,0.815,,,,,
1183,4,15.9,0.814,,,,,
1184,4,21.4,0.812,,,,,
1185,4,18.0,0.812,,,,,
1186,4,18.0,0.812,,,,,
1187,4,30.7,0.811,,,,,
1188,4,21.4,0.809,,,,,
1189,4,20.7,0.809,,,,,
1190,4,18.7,0.802,,,,,
1191,4,26.9,0.801,,,,,
1192,4,23.5,0.799,,,,,
1193,4,35.1,0.796,,,,,
1194,4,18.0,0.794,,,,,
1195,4,24.2,0.793,,,,,
1196,4,29.7,0.79,,,,,
1197,4,31.8,0.789,,,,,
1198,4,18.7,0.787,,,,,
1199,4,17.3,0.784,,,,,
1200,4,21.4,0.782,,,,,
1201,4,22.4,0.776,,,,,
1202,4,38.6,0.772,,,,,
1203,4,20.0,0.771,,,,,
1204,4,29.0,0.77,,,,,
1205,4,15.9,0.77,,,,,
1206,4,12.4,0.766,,,,,
1207,4,18.7,0.765,,,,,
1208,4,24.9,0.764,,,,,
1209,4,22.1,0.763,,,,,
1210,4,18.7,0.76,,,,,
1211,4,12.4,0.757,,,,,
1212,4,10.4,0.755,,,,,
1213,4,32.5,0.751,,,,,
1214,4,18.7,0.751,,,,,
1215,4,21.4,0.749,,,,,
1216,4,15.2,0.749,,,,,
1217,4,66.1,0.744,,,,,
1218,4,26.9,0.74,,,,,
1219,4,15.2,0.739,,,,,
1220,4,24.2,0.739,,,,,
1221,4,26.3,0.738,,,,,
1222,4,13.1,0.738,,,,,
1223,4,32.5,0.737,,,,,
1224,4,35.2,0.736,,,,,
1225,4,18.7,0.735,,,,,
1226,4,32.5,0.734,,,,,
1227,4,24.2,0.733,,,,,
1228,4,35.2,0.732,,,,,
1229,4,18.7,0.722,,,,,
1230,4,12.4,0.721,,,,,
1231,4,26.9,0.718,,,,,
1232,4,14.5,0.718,,,,,
1233,4,21.4,0.717,,,,,
1234,4,15.2,0.716,,,,,
1235,4,12.4,0.714,,,,,
1236,4,18.7,0.713,,,,,
1237,4,26.9,0.71,,,,,
1238,4,24.2,0.709,,,,,
1239,4,18.7,0.709,,,,,
1240,4,18.7,0.708,,,,,
1241,4,14.5,0.706,,,,,
1242,4,21.4,0.701,,,,,
1243,4,48.1,0.699,,,,,
1244,4,13.1,0.696,,,,,
1245,4,22.1,0.696,,,,,
1246,4,21.4,0.696,,,,,
1247,4,15.9,0.689,,,,,
1248,4,44.7,0.687,,,,,
1249,4,26.3,0.687,,,,,
1250,4,35.2,0.686,,,,,
1251,4,21.4,0.686,,,,,
1252,4,22.8,0.686,,,,,
1253,4,38.0,0.685,,,,,
1254,4,25.3,0.684,,,,,
1255,4,18.7,0.684,,,,,
1256,4,32.5,0.683,,,,,
1257,4,21.4,0.683,,,,,
1258,4,15.9,0.677,,,,,
1259,4,27.6,0.677,,,,,
1260,4,15.9,0.676,,,,,
1261,4,18.0,0.675,,,,,
1262,4,13.1,0.675,,,,,
1263,4,13.1,0.673,,,,,
1264,4,32.5,0.67,,,,,
1265,4,13.1,0.67,,,,,
1266,4,15.9,0.669,,,,,
1267,4,18.7,0.669,,,,,
1268,4,15.9,0.668,,,,,
1269,4,18.7,0.666,,,,,
1270,4,18.5,0.666,,,,,
1271,4,36.3,0.663,,,,,
1272,4,21.4,0.663,,,,,
1273,4,24.2,0.662,,,,,
1274,4,20.0,0.662,,,,,
1275,4,18.7,0.658,,,,,
1276,4,39.3,0.655,,,,,
1277,4,21.4,0.655,,,,,
1278,4,15.9,0.653,,,,,
1279,4,26.9,0.653,,,,,
1280,4,31.5,0.648,,,,,
1281,4,26.9,0.648,,,,,
1282,4,15.9,0.648,,,,,
1283,4,18.0,0.647,,,,,
1284,4,44.7,0.644,,,,,
1285,4,18.7,0.64,,,,,
1286,4,26.9,0.638,,,,,
1287,4,15.9,0.637,,,,,
1288,4,18.0,0.634,,,,,
1289,4,11.7,0.631,,,,,
1290,4,15.9,0.63,,,,,
1291,4,15.2,0.629,,,,,
1292,4,15.9,0.628,,,,,
1293,4,26.9,0.626,,,,,
1294,4,10.4,0.623,,,,,
1295,4,15.9,0.622,,,,,
1296,4,29.0,0.621,,,,,
1297,4,12.4,0.618,,,,,
1298,4,13.1,0.618,,,,,
1299,4,48.8,0.617,,,,,
1300,4,21.4,0.617,,,,,
1301,4,26.9,0.617,,,,,
1302,4,15.9,0.615,,,,,
1303,4,17.3,0.614,,,,,
1304,4,24.2,0.613,,,,,
1305,4,18.7,0.612,,,,,
1306,4,15.9,0.611,,,,,
1307,4,21.4,0.611,,,,,
1308,4,21.4,0.61,,,,,
1309,4,21.4,0.608,,,,,
1310,4,18.7,0.607,,,,,
1311,4,15.9,0.607,,,,,
1312,4,15.9,0.606,,,,,
1313,4,9.7,0.598,,,,,
1314,4,18.7,0.598,,,,,
1315,4,18.0,0.597,,,,,
1316,4,21.4,0.595,,,,,
1317,4,67.9,0.595,,,,,
1318,4,15.2,0.592,,,,,
1319,4,29.7,0.592,,,,,
1320,4,21.4,0.585,,,,,
1321,4,18.7,0.581,,,,,
1322,4,18.0,0.58,,,,,
1323,4,40.8,0.58,,,,,
1324,4,15.9,0.579,,,,,
1325,4,13.1,0.576,,,,,
1326,4,18.7,0.574,,,,,
1327,4,21.4,0.57,,,,,
1328,4,72.4,0.569,,,,,
1329,4,15.9,0.569,,,,,
1330,4,7.6,0.566,,,,,
1331,4,21.4,0.565,,,,,
1332,4,15.9,0.561,,,,,
1333,4,18.7,0.561,,,,,
1334,4,10.4,0.561,,,,,
1335,4,18.0,0.56,,,,,
1336,4,24.2,0.56,,,,,
1337,4,15.9,0.558,,,,,
1338,4,12.4,0.556,,,,,
1339,4,24.2,0.554,,,,,
1340,4,15.2,0.548,,,,,
1341,4,21.4,0.545,,,,,
1342,4,24.2,0.543,,,,,
1343,4,13.1,0.543,,,,,
1344,4,18.7,0.538,,,,,
1345,4,18.7,0.534,,,,,
1346,4,52.8,0.527,,,,,
1347,4,18.7,0.524,,,,,
1348,4,11.7,0.523,,,,,
1349,4,9.7,0.522,,,,,
1350,4,21.4,0.52,,,,,
1351,4,24.2,0.519,,,,,
1352,4,15.9,0.514,,,,,
1353,4,15.9,0.511,,,,,
1354,4,15.9,0.509,,,,,
1355,4,17.3,0.508,,,,,
1356,4,15.9,0.507,,,,,
1357,4,18.7,0.506,,,,,
1358,4,18.7,0.505,,,,,
1359,4,18.0,0.504,,,,,
1360,4,15.9,0.501,,,,,
1361,4,43.5,0.5,,,,,
1362,4,15.9,0.499,,,,,
1363,4,17.3,0.498,,,,,
1364,4,21.4,0.498,,,,,
1365,4,13.1,0.497,,,,,
1366,4,36.7,0.497,,,,,
1367,4,24.2,0.496,,,,,
1368,4,24.2,0.494,,,,,
1369,4,15.9,0.494,,,,,
1370,4,9.7,0.492,,,,,
1371,4,21.4,0.489,,,,,
1372,4,15.7,0.488,,,,,
1373,4,18.7,0.488,,,,,
1374,4,21.4,0.487,,,,,
1375,4,29.7,0.486,,,,,
1376,4,28.3,0.486,,,,,
1377,4,9.7,0.479,,,,,
1378,4,15.9,0.476,,,,,
1379,4,13.1,0.475,,,,,
1380,4,13.1,0.473,,,,,
1381,4,13.1,0.472,,,,,
1382,4,15.9,0.472,,,,,
1383,4,13.1,0.471,,,,,
1384,4,10.4,0.47,,,,,
1385,4,13.1,0.47,,,,,
1386,4,12.4,0.468,,,,,
1387,4,15.2,0.467,,,,,
1388,4,18.7,0.466,,,,,
1389,4,11.7,0.466,,,,,
1390,4,21.4,0.464,,,,,
1391,4,17.3,0.464,,,,,
1392,4,18.7,0.463,,,,,
1393,4,13.1,0.462,,,,,
1394,4,20.7,0.462,,,,,
1395,4,21.4,0.461,,,,,
1396,4,13.1,0.461,,,,,
1397,4,10.4,0.46,,,,,
1398,4,21.4,0.46,,,,,
1399,4,18.7,0.458,,,,,
1400,4,66.5,0.457,,,,,
1401,4,12.4,0.456,,,,,
1402,4,35.2,0.455,,,,,
1403,4,21.4,0.454,,,,,
1404,4,12.4,0.453,,,,,
1405,4,13.1,0.451,,,,,
1406,4,21.4,0.448,,,,,
1407,4,35.2,0.448,,,,,
1408,4,18.0,0.435,,,,,
1409,4,15.9,0.434,,,,,
1410,4,12.4,0.433,,,,,
1411,4,85.8,0.428,,,,,
1412,4,15.9,0.427,,,,,
1413,4,21.4,0.425,,,,,
1414,4,13.1,0.424,,,,,
1415,4,9.7,0.422,,,,,
1416,4,24.2,0.421,,,,,
1417,4,10.4,0.421,,,,,
1418,4,46.3,0.416,,,,,
1419,4,29.0,0.416,,,,,
1420,4,13.1,0.415,,,,,
1421,4,35.2,0.415,,,,,
1422,4,24.2,0.414,,,,,
1423,4,34.0,0.413,,,,,
1424,4,7.6,0.412,,,,,
1425,4,15.9,0.411,,,,,
1426,4,18.7,0.41,,,,,
1427,4,41.3,0.41,,,,,
1428,4,20.6,0.41,,,,,
1429,4,27.8,0.409,,,,,
1430,4,93.3,0.407,,,,,
1431,4,15.9,0.407,,,,,
1432,4,11.7,0.403,,,,,
1433,4,10.4,0.401,,,,,
1434,4,26.9,0.4,,,,,
1435,4,24.8,0.398,,,,,
1436,4,13.1,0.398,,,,,
1437,4,13.1,0.396,,,,,
1438,4,21.4,0.395,,,,,
1439,4,24.2,0.395,,,,,
1440,4,10.4,0.394,,,,,
1441,4,18.7,0.393,,,,,
1442,4,15.9,0.393,,,,,
1443,4,18.7,0.393,,,,,
1444,4,13.1,0.392,,,,,
1445,4,15.2,0.391,,,,,
1446,4,10.4,0.389,,,,,
1447,4,18.7,0.38,,,,,
1448,4,15.9,0.379,,,,,
1449,4,35.2,0.375,,,,,
1450,4,15.2,0.374,,,,,
1451,4,9.7,0.373,,,,,
1452,4,12.4,0.371,,,,,
1453,4,13.1,0.369,,,,,
1454,4,37.3,0.364,,,,,
1455,4,15.9,0.362,,,,,
1456,4,35.2,0.36,,,,,
1457,4,15.2,0.358,,,,,
1458,4,15.9,0.356,,,,,
1459,4,29.7,0.355,,,,,
1460,4,15.9,0.355,,,,,
1461,4,69.6,0.354,,,,,
1462,4,13.1,0.353,,,,,
1463,4,10.4,0.352,,,,,
1464,4,24.2,0.351,,,,,
1465,4,6.9,0.347,,,,,
1466,4,37.6,0.343,,,,,
1467,4,15.9,0.343,,,,,
1468,4,13.1,0.342,,,,,
1469,4,32.5,0.341,,,,,
1470,4,63.7,0.341,,,,,
1471,4,18.7,0.34,,,,,
1472,4,18.7,0.337,,,,,
1473,4,15.9,0.333,,,,,
1474,4,24.2,0.332,,,,,
1475,5,15.9,0.865,,,,,
1476,5,15.9,0.85,,,,,
1477,5,20.7,0.849,,,,,
1478,5,32.5,0.844,,,,,
1479,5,15.2,0.843,,,,,
1480,5,18.0,0.842,,,,,
1481,5,15.9,0.817,,,,,
1482,5,35.2,0.816,,,,,
1483,5,21.4,0.814,,,,,
1484,5,20.7,0.81,,,,,
1485,5,27.5,0.804,,,,,
1486,5,21.4,0.803,,,,,
1487,5,74.7,0.798,,,,,
1488,5,20.7,0.796,,,,,
1489,5,21.4,0.796,,,,,
1490,5,12.4,0.794,,,,,
1491,5,18.7,0.792,,,,,
1492,5,32.3,0.79,,,,,
1493,5,15.2,0.784,,,,,
1494,5,15.2,0.783,,,,,
1495,5,15.9,0.781,,,,,
1496,5,21.4,0.777,,,,,
1497,5,18.7,0.773,,,,,
1498,5,26.3,0.768,,,,,
1499,5,29.7,0.768,,,,,
1500,5,26.9,0.767,,,,,
1501,5,21.4,0.766,,,,,
1502,5,24.7,0.763,,,,,
1503,5,26.9,0.76,,,,,
1504,5,18.7,0.756,,,,,
1505,5,30.3,0.756,,,,,
1506,5,12.4,0.755,,,,,
1507,5,24.2,0.755,,,,,
1508,5,24.2,0.749,,,,,
1509,5,29.7,0.748,,,,,
1510,5,15.2,0.746,,,,,
1511,5,24.2,0.745,,,,,
1512,5,21.4,0.745,,,,,
1513,5,13.1,0.744,,,,,
1514,5,24.2,0.743,,,,,
1515,5,18.7,0.742,,,,,
1516,5,26.9,0.741,,,,,
1517,5,20.0,0.741,,,,,
1518,5,24.2,0.729,,,,,
1519,5,15.9,0.728,,,,,
1520,5,21.4,0.727,,,,,
1521,5,21.4,0.724,,,,,
1522,5,24.2,0.72,,,,,
1523,5,15.9,0.719,,,,,
1524,5,21.4,0.716,,,,,
1525,5,15.2,0.716,,,,,
1526,5,21.4,0.715,,,,,
1527,5,23.5,0.714,,,,,
1528,5,32.5,0.713,,,,,
1529,5,17.3,0.71,,,,,
1530,5,13.1,0.71,,,,,
1531,5,13.1,0.708,,,,,
1532,5,26.9,0.708,,,,,
1533,5,26.9,0.708,,,,,
1534,5,15.2,0.705,,,,,
1535,5,24.2,0.705,,,,,
1536,5,18.7,0.704,,,,,
1537,5,18.7,0.701,,,,,
1538,5,34.0,0.7,,,,,
1539,5,18.7,0.7,,,,,
1540,5,10.4,0.698,,,,,
1541,5,18.7,0.697,,,,,
1542,5,26.9,0.697,,,,,
1543,5,26.9,0.691,,,,,
1544,5,23.5,0.69,,,,,
1545,5,15.9,0.689,,,,,
1546,5,21.4,0.688,,,,,
1547,5,21.4,0.685,,,,,
1548,5,18.7,0.683,,,,,
1549,5,27.9,0.68,,,,,
1550,5,18.7,0.677,,,,,
1551,5,106.0,0.675,,,,,
1552,5,15.9,0.674,,,,,
1553,5,15.9,0.673,,,,,
1554,5,21.4,0.673,,,,,
1555,5,30.7,0.671,,,,,
1556,5,32.5,0.67,,,,,
1557,5,15.9,0.67,,,,,
1558,5,21.4,0.669,,,,,
1559,5,15.9,0.667,,,,,
1560,5,21.4,0.667,,,,,
1561,5,13.1,0.664,,,,,
1562,5,23.5,0.662,,,,,
1563,5,15.2,0.661,,,,,
1564,5,24.2,0.658,,,,,
1565,5,18.7,0.658,,,,,
1566,5,13.1,0.657,,,,,
1567,5,15.9,0.656,,,,,
1568,5,24.2,0.655,,,,,
1569,5,71.7,0.655,,,,,
1570,5,18.7,0.652,,,,,
1571,5,15.2,0.65,,,,,
1572,5,24.2,0.649,,,,,
1573,5,32.5,0.648,,,,,
1574,5,18.7,0.648,,,,,
1575,5,12.4,0.647,,,,,
1576,5,18.7,0.645,,,,,
1577,5,13.1,0.644,,,,,
1578,5,26.9,0.644,,,,,
1579,5,40.8,0.642,,,,,
1580,5,17.3,0.641,,,,,
1581,5,21.4,0.641,,,,,
1582,5,15.9,0.638,,,,,
1583,5,21.4,0.637,,,,,
1584,5,24.2,0.637,,,,,
1585,5,66.9,0.636,,,,,
1586,5,15.9,0.636,,,,,
1587,5,26.3,0.635,,,,,
1588,5,21.4,0.635,,,,,
1589,5,13.8,0.634,,,,,
1590,5,15.9,0.632,,,,,
1591,5,15.9,0.63,,,,,
1592,5,15.9,0.63,,,,,
1593,5,15.9,0.628,,,,,
1594,5,12.4,0.627,,,,,
1595,5,21.4,0.627,,,,,
1596,5,21.4,0.626,,,,,
1597,5,9.7,0.625,,,,,
